,AGREEMENT_RK,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,FL_PRESENCE_FL,OWN_AUTO,FAMILY_INCOME,CREDIT,TERM,FST_PAYMENT,WORK_TIME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
7499,64350947,0,51,1,1,1,2,0,15000.0,0,0,от 10000 до 20000 руб.,30200.0,10,3400.0,12.0,1,0.0
7500,64351063,0,52,1,0,0,3,1,6000.0,1,0,от 10000 до 20000 руб.,16110.0,12,1800.0,276.0,2,1.0
7501,64351173,0,49,1,0,0,1,1,24000.0,1,1,от 20000 до 50000 руб.,10000.0,12,8328.0,24.0,1,0.0
7502,64351238,1,25,1,0,0,0,0,15000.0,0,0,от 10000 до 20000 руб.,5890.0,3,1100.0,6.0,1,1.0
7503,64351256,0,47,1,0,0,0,0,7000.0,0,0,от 10000 до 20000 руб.,3951.0,10,439.95,24.0,1,0.0
7504,64351487,0,52,1,0,0,0,0,22000.0,0,0,от 20000 до 50000 руб.,12820.0,10,3400.0,12.0,1,0.0
7505,64351730,0,63,1,0,0,3,1,6000.0,0,0,от 5000 до 10000 руб.,4500.0,6,800.0,71.0,1,0.0
7506,64351734,0,27,1,0,1,0,0,12000.0,0,0,от 20000 до 50000 руб.,13700.0,11,1591.0,24.0,1,0.0
7507,64352024,0,53,1,0,1,3,0,15000.0,1,0,от 20000 до 50000 руб.,32114.0,10,3569.0,84.0,1,0.0
7508,64352271,0,34,0,1,1,2,2,20000.0,0,0,от 10000 до 20000 руб.,3185.0,4,565.0,,1,0.0
7509,64352796,1,38,1,0,1,0,0,15000.0,0,0,от 20000 до 50000 руб.,58900.0,12,10000.0,84.0,1,0.0
7510,64352841,0,28,1,0,1,0,0,7000.0,0,0,от 10000 до 20000 руб.,25992.0,10,2888.0,12.0,1,0.0
7511,64352909,0,53,1,0,1,2,1,8000.0,1,0,от 10000 до 20000 руб.,2790.0,3,2000.0,144.0,1,1.0
7512,64353063,0,25,1,0,0,0,0,15000.0,0,0,от 10000 до 20000 руб.,6860.0,6,1000.0,10.0,1,0.0
7513,64353143,0,36,1,0,1,1,0,20000.0,0,0,от 20000 до 50000 руб.,16498.0,10,5000.0,60.0,1,0.0
7514,64353292,0,32,1,0,1,0,0,11000.0,0,0,от 10000 до 20000 руб.,30299.0,12,2500.0,48.0,1,0.0
7515,64353559,0,22,1,0,0,0,0,15000.0,0,0,от 20000 до 50000 руб.,18784.0,12,15000.0,18.0,1,0.0
7516,64353616,0,27,1,0,1,1,1,8000.0,1,0,от 10000 до 20000 руб.,5699.0,4,1300.0,84.0,1,1.0
7517,64353970,0,53,1,1,1,1,0,25000.0,0,1,от 20000 до 50000 руб.,22450.0,6,3000.0,180.0,1,0.0
7518,64354130,0,32,1,0,1,1,1,15000.0,1,0,от 20000 до 50000 руб.,24933.0,24,6000.0,96.0,1,0.0
7519,64355158,0,24,1,0,0,0,0,11000.0,0,0,от 10000 до 20000 руб.,20433.0,10,2271.0,24.0,1,0.0
7520,64355225,0,40,1,0,1,1,1,20000.0,1,0,от 20000 до 50000 руб.,18510.0,9,580.0,240.0,2,0.0
7521,64355310,1,28,1,0,0,0,0,20000.0,0,1,от 20000 до 50000 руб.,11949.0,6,1400.0,18.0,1,0.0
7522,64355331,1,37,1,0,1,1,1,15000.0,1,0,от 20000 до 50000 руб.,8890.0,12,1500.0,132.0,1,0.0
7523,64355707,0,56,1,1,1,1,0,10600.0,0,0,от 10000 до 20000 руб.,8056.0,4,2150.0,18.0,1,1.0
7524,64355715,1,39,1,0,0,0,0,25000.0,1,0,свыше 50000 руб.,10789.0,6,1200.0,14.0,1,1.0
7525,64355733,0,35,1,0,1,1,1,7400.0,1,0,от 10000 до 20000 руб.,8370.0,9,2000.0,204.0,1,0.0
7526,64355791,1,45,1,0,1,1,1,15000.0,0,0,от 20000 до 50000 руб.,8984.0,6,1100.0,42.0,1,1.0
7527,64356284,1,38,0,1,1,2,2,9000.0,0,0,от 10000 до 20000 руб.,18090.0,12,0.0,,1,0.0
7528,64356472,0,25,1,0,0,0,0,18000.0,0,0,от 10000 до 20000 руб.,5634.0,5,626.0,24.0,3,1.0
7529,64356507,0,24,1,0,0,0,0,22000.0,0,0,от 20000 до 50000 руб.,5545.0,6,650.0,10.0,1,1.0
7530,64356515,0,29,1,0,1,0,0,10000.0,0,0,от 20000 до 50000 руб.,34200.0,10,7000.0,38.0,1,0.0
7531,64356571,0,25,1,0,1,0,0,12000.0,1,0,от 20000 до 50000 руб.,11550.0,12,0.0,18.0,1,1.0
7532,64356620,0,44,1,0,0,2,1,25000.0,0,0,от 20000 до 50000 руб.,28750.0,12,7500.0,252.0,1,0.0
7533,64357568,0,31,1,0,1,2,2,12000.0,0,0,от 20000 до 50000 руб.,10000.0,6,3290.0,12.0,1,0.0
7534,64357613,0,23,1,0,1,1,1,25000.0,1,0,от 20000 до 50000 руб.,11460.0,6,1300.0,12.0,1,0.0
7535,64357786,0,58,0,1,1,0,0,6400.0,1,0,от 5000 до 10000 руб.,7600.0,6,0.0,,1,0.0
7536,64357980,0,59,0,1,1,2,0,6200.0,1,0,от 10000 до 20000 руб.,16900.0,12,0.0,,1,0.0
7537,64358001,0,32,1,0,1,1,1,18000.0,1,0,от 20000 до 50000 руб.,20880.0,6,0.0,24.0,1,0.0
7538,64358032,0,35,1,0,0,0,0,8000.0,1,0,от 10000 до 20000 руб.,3489.0,3,1000.0,12.0,1,1.0
7539,64358199,0,35,1,0,1,2,2,9000.0,0,0,от 20000 до 50000 руб.,4500.0,3,3100.0,48.0,2,2.0
7540,64358212,1,28,1,0,1,2,2,15000.0,0,0,от 10000 до 20000 руб.,16990.0,9,0.0,18.0,1,0.0
7541,64358583,0,49,1,0,0,0,0,10000.0,1,0,от 20000 до 50000 руб.,21650.0,18,0.0,62.0,1,0.0
7542,64359123,0,40,1,0,0,2,2,45000.0,0,0,свыше 50000 руб.,57593.0,6,0.0,12.0,1,0.0
7543,64359149,0,49,1,0,0,0,0,6000.0,0,0,от 5000 до 10000 руб.,4190.0,12,1000.0,17.0,1,0.0
7544,64359569,0,63,0,1,0,1,0,7300.0,0,1,от 10000 до 20000 руб.,13880.0,12,1600.0,,1,0.0
7545,64359704,0,61,1,1,0,0,0,7500.0,1,0,от 10000 до 20000 руб.,3700.0,6,3700.0,180.0,1,0.0
7546,64359758,1,23,1,0,0,1,1,11000.0,0,0,от 20000 до 50000 руб.,14000.0,6,10000.0,7.0,1,0.0
7547,64360043,0,54,0,1,1,2,0,7000.0,0,0,от 10000 до 20000 руб.,21218.0,8,2360.0,,1,0.0
7548,64360410,0,24,1,0,1,0,0,3100.0,0,0,до 5000 руб.,3492.0,10,388.0,22.0,1,0.0
7549,64360490,0,51,1,0,1,0,0,10000.0,1,0,от 20000 до 50000 руб.,29200.0,12,0.0,180.0,2,1.0
7550,64360554,0,62,0,1,1,0,0,7000.0,0,0,от 10000 до 20000 руб.,29120.0,12,5140.0,,2,0.0
7551,64360564,0,60,0,1,1,2,0,9000.0,1,0,от 5000 до 10000 руб.,5078.0,3,1693.0,,1,1.0
7552,64360607,0,61,0,1,1,3,0,8000.0,0,0,от 10000 до 20000 руб.,13948.2,10,1550.0,,1,0.0
7553,64360641,0,34,1,0,1,1,1,17000.0,1,0,от 20000 до 50000 руб.,22338.94,10,3000.0,48.0,1,0.0
7554,64360966,0,27,1,0,1,1,1,17000.0,0,0,от 10000 до 20000 руб.,22269.0,12,0.0,36.0,3,2.0
7555,64361111,0,38,1,0,1,2,2,14000.0,1,0,от 10000 до 20000 руб.,10147.0,6,2000.0,228.0,1,1.0
7556,64361215,0,29,1,0,1,1,1,9000.0,0,0,от 20000 до 50000 руб.,17980.0,12,10000.0,12.0,1,0.0
7557,64361670,1,26,1,0,1,1,1,9000.0,0,0,от 20000 до 50000 руб.,11247.0,6,1250.0,6.0,1,0.0
7558,64361901,0,46,1,0,1,2,0,8000.0,1,0,от 5000 до 10000 руб.,9498.0,10,1100.0,180.0,1,0.0
7559,64361931,1,28,1,0,1,2,2,10000.0,1,0,от 10000 до 20000 руб.,20989.0,10,10.0,48.0,2,1.0
7560,64362057,0,38,1,0,1,2,2,5000.0,0,0,от 5000 до 10000 руб.,4455.0,6,500.0,60.0,1,0.0
7561,64362135,1,51,1,0,1,3,0,18000.0,1,0,от 20000 до 50000 руб.,24458.0,10,760.0,40.0,1,0.0
7562,64362162,0,56,0,1,1,3,0,5200.0,0,0,от 5000 до 10000 руб.,9540.0,6,0.0,,1,0.0
7563,64362361,0,39,1,0,1,1,1,5200.0,0,0,от 5000 до 10000 руб.,4679.0,12,520.0,96.0,1,0.0
7564,64362380,0,48,1,0,1,1,0,18000.0,0,0,от 20000 до 50000 руб.,15325.0,6,1750.0,96.0,2,1.0
7565,64362495,0,55,0,1,1,1,0,12000.0,1,0,от 20000 до 50000 руб.,32576.5,6,3620.0,,1,0.0
7566,64362559,0,34,1,0,0,1,1,24000.0,0,1,от 20000 до 50000 руб.,14866.0,6,5000.0,36.0,1,0.0
7567,64362563,0,44,1,0,1,2,2,6000.0,0,0,от 5000 до 10000 руб.,4315.0,5,2500.0,84.0,1,0.0
7568,64362710,0,42,1,0,0,1,2,20000.0,0,0,от 20000 до 50000 руб.,14205.0,6,6575.0,252.0,1,0.0
7569,64362993,0,52,1,0,1,0,0,15000.0,0,0,от 20000 до 50000 руб.,15900.0,6,8000.0,24.0,1,0.0
7570,64363078,0,36,1,0,0,2,2,17800.0,0,0,от 20000 до 50000 руб.,17490.0,12,0.0,156.0,1,0.0
7571,64363278,0,45,1,0,1,2,1,10000.0,0,0,от 20000 до 50000 руб.,17854.0,10,4000.0,120.0,1,0.0
7572,64363474,0,26,1,0,1,0,0,30000.0,1,0,от 20000 до 50000 руб.,15999.0,8,15000.0,36.0,1,0.0
7573,64363630,0,42,1,0,1,0,0,8000.0,1,0,от 10000 до 20000 руб.,7700.0,5,1000.0,240.0,1,0.0
7574,64363676,0,29,1,0,0,1,1,40000.0,0,0,свыше 50000 руб.,17000.0,9,4280.0,72.0,1,0.0
7575,64363709,1,23,1,0,0,0,0,30000.0,1,0,от 20000 до 50000 руб.,4590.0,6,0.0,16.0,1,0.0
7576,64363870,0,50,1,0,1,0,0,18000.0,1,0,от 10000 до 20000 руб.,64660.0,18,0.0,360.0,1,0.0
7577,64364506,0,64,0,1,1,0,0,8000.0,0,0,от 10000 до 20000 руб.,19128.41,3,4186.59,,1,1.0
7578,64364653,0,32,1,0,1,1,1,7000.0,0,0,от 10000 до 20000 руб.,6567.0,3,5000.0,6.0,1,0.0
7579,64364969,0,41,1,0,1,1,0,6000.0,0,0,от 5000 до 10000 руб.,10960.0,12,2000.0,48.0,1,0.0
7580,64365052,0,27,1,0,1,0,0,7000.0,0,0,от 5000 до 10000 руб.,8090.0,10,900.0,18.0,1,1.0
7581,64365167,0,33,1,0,0,1,1,6000.0,0,0,от 10000 до 20000 руб.,6165.0,12,685.0,60.0,2,0.0
7582,64365196,0,25,1,0,0,0,0,11000.0,0,1,от 20000 до 50000 руб.,6678.0,6,750.0,36.0,1,0.0
7583,64365199,0,59,0,1,1,2,0,8500.0,1,0,от 10000 до 20000 руб.,25904.0,12,3000.0,,1,0.0
7584,64365209,1,25,1,0,0,1,1,12000.0,0,0,от 10000 до 20000 руб.,2679.0,3,473.0,12.0,2,2.0
7585,64365674,0,54,0,1,1,0,0,8400.0,0,0,от 5000 до 10000 руб.,9150.0,6,1500.0,,2,1.0
7586,64365785,0,54,1,1,1,0,0,9000.0,1,0,от 10000 до 20000 руб.,29630.0,6,3500.0,72.0,1,0.0
7587,64365804,1,22,1,0,1,1,1,13000.0,0,0,от 20000 до 50000 руб.,12396.0,10,2200.0,36.0,1,0.0
7588,64365821,0,27,1,0,1,0,0,12000.0,0,0,от 20000 до 50000 руб.,5190.0,3,1000.0,24.0,1,1.0
7589,64365854,0,63,1,1,1,2,0,24000.0,0,0,от 20000 до 50000 руб.,47223.0,6,5600.0,324.0,1,0.0
7590,64366076,0,48,1,0,1,2,0,15000.0,0,0,от 20000 до 50000 руб.,6800.0,6,5000.0,48.0,1,0.0
7591,64366466,0,49,1,0,1,2,0,5200.0,0,0,от 10000 до 20000 руб.,8055.0,6,895.0,22.0,1,0.0
7592,64366842,0,52,1,0,1,1,0,9000.0,1,0,от 5000 до 10000 руб.,6550.0,6,0.0,48.0,1,0.0
7593,64366998,0,48,1,0,0,0,0,12000.0,1,0,от 20000 до 50000 руб.,8499.0,6,8499.0,249.0,1,0.0
7594,64367137,0,54,1,0,1,2,0,18000.0,1,0,от 20000 до 50000 руб.,7130.0,6,2050.0,252.0,1,0.0
7595,64367257,1,26,1,0,1,0,0,25000.0,0,0,от 20000 до 50000 руб.,9570.0,12,0.0,38.0,1,0.0
7596,64367877,0,49,1,0,1,2,1,7000.0,0,0,от 10000 до 20000 руб.,3440.0,6,0.0,372.0,1,0.0
7597,64368180,0,54,1,0,1,1,0,8500.0,0,0,от 5000 до 10000 руб.,14670.0,6,0.0,48.0,1,0.0
7598,64368956,1,28,1,0,0,1,1,20000.0,1,0,от 20000 до 50000 руб.,17170.0,10,4300.0,60.0,1,0.0
7599,64369231,0,27,1,0,1,1,1,23000.0,0,0,от 20000 до 50000 руб.,12750.0,3,10000.0,6.0,1,1.0
7600,64369250,0,49,1,0,1,2,0,50000.0,0,1,свыше 50000 руб.,25720.0,12,2858.0,28.0,1,0.0
7601,64369524,0,58,0,1,1,4,1,8000.0,0,0,от 10000 до 20000 руб.,33000.0,9,3666.2,,1,0.0
7602,64369863,1,32,1,0,0,1,2,32000.0,1,0,от 20000 до 50000 руб.,13465.0,12,2380.0,120.0,1,0.0
7603,64369866,1,40,1,0,1,1,1,20000.0,0,0,от 20000 до 50000 руб.,6289.0,6,1000.0,36.0,1,0.0
7604,64369906,1,32,1,0,0,1,1,15000.0,0,0,от 10000 до 20000 руб.,7084.28,6,4268.72,12.0,1,1.0
7605,64369993,0,30,1,0,0,2,2,14000.0,1,0,от 20000 до 50000 руб.,6640.0,9,2200.0,120.0,1,0.0
7606,64370016,1,36,1,0,1,1,1,15000.0,1,0,от 20000 до 50000 руб.,17263.0,7,5000.0,156.0,1,0.0
7607,64370257,0,35,1,0,1,1,1,25000.0,0,0,от 20000 до 50000 руб.,11630.0,6,1300.0,4.0,1,0.0
7608,64370807,0,44,1,0,0,0,0,50000.0,0,0,свыше 50000 руб.,19990.0,6,5000.0,264.0,1,0.0
7609,64370955,0,34,1,0,1,2,2,6000.0,0,1,от 10000 до 20000 руб.,8630.0,6,1500.0,8.0,1,0.0
7610,64370956,0,23,1,0,0,0,0,15000.0,0,0,от 20000 до 50000 руб.,16999.0,6,12000.0,6.0,2,1.0
7611,64370996,0,29,1,0,1,1,1,15000.0,0,0,от 20000 до 50000 руб.,12598.1,10,1500.0,24.0,2,1.0
7612,64371026,0,36,1,0,0,2,2,9000.0,0,0,от 10000 до 20000 руб.,8010.0,6,890.0,36.0,1,0.0
7613,64371168,0,31,1,0,1,1,1,9300.0,0,0,от 10000 до 20000 руб.,4608.0,10,982.0,6.0,1,0.0
7614,64371214,0,56,1,1,1,0,0,9500.0,0,0,от 5000 до 10000 руб.,4522.0,6,503.0,60.0,3,1.0
7615,64371311,0,33,1,0,1,1,1,10000.0,0,0,от 10000 до 20000 руб.,14781.0,8,3000.0,108.0,1,0.0
7616,64371358,0,43,1,0,0,2,1,22000.0,0,1,от 20000 до 50000 руб.,6630.0,3,1004.2,48.0,1,1.0
7617,64371424,0,35,1,0,1,1,1,8000.0,1,0,от 10000 до 20000 руб.,7150.0,3,7945.0,24.0,1,1.0
7618,64371481,1,39,1,0,0,1,1,20000.0,0,0,от 20000 до 50000 руб.,9990.0,3,7000.0,192.0,1,0.0
7619,64371536,0,38,1,0,0,1,1,10000.0,0,0,от 10000 до 20000 руб.,28215.0,10,3135.0,144.0,1,0.0
7620,64371605,0,24,1,0,0,2,2,5000.0,0,0,от 20000 до 50000 руб.,5190.0,3,1000.0,6.0,1,1.0
7621,64371693,1,53,1,0,0,1,0,8700.0,0,0,от 5000 до 10000 руб.,22410.0,12,2490.0,300.0,1,0.0
7622,64371819,0,23,1,0,0,0,0,10000.0,0,0,от 10000 до 20000 руб.,13930.0,7,10000.0,40.0,1,0.0
7623,64371940,0,24,1,0,0,1,1,20000.0,1,0,от 20000 до 50000 руб.,5000.0,4,2600.0,60.0,1,0.0
7624,64372154,1,42,1,0,0,0,0,20000.0,0,1,от 20000 до 50000 руб.,14257.91,6,2550.0,74.0,1,0.0
7625,64372296,0,38,1,0,0,3,3,10000.0,0,0,от 10000 до 20000 руб.,8140.0,5,910.0,48.0,1,0.0
7626,64372400,1,41,1,0,1,0,0,12000.0,1,0,от 10000 до 20000 руб.,14400.0,10,1600.0,24.0,1,0.0
7627,64372490,0,60,0,1,1,2,0,10000.0,1,0,от 20000 до 50000 руб.,4851.81,3,539.09,,1,1.0
7628,64372548,0,48,1,0,1,3,1,9000.0,0,0,от 10000 до 20000 руб.,30050.0,12,3500.0,16.0,1,0.0
7629,64372565,0,40,1,0,0,0,0,15000.0,1,0,от 20000 до 50000 руб.,12730.0,6,2300.0,120.0,1,0.0
7630,64372670,0,30,1,0,0,1,1,13000.0,0,0,от 10000 до 20000 руб.,29790.0,10,5300.0,24.0,1,0.0
7631,64372750,0,61,0,1,0,1,0,11000.0,1,0,от 10000 до 20000 руб.,4890.0,6,900.0,,1,1.0
7632,64372830,0,38,1,0,1,2,1,12000.0,0,0,от 20000 до 50000 руб.,6400.0,3,1800.0,96.0,1,1.0
7633,64373192,0,30,1,0,0,1,1,12000.0,0,0,от 10000 до 20000 руб.,3215.0,3,3000.0,4.0,1,1.0
7634,64373285,0,29,1,0,1,1,1,8000.0,0,0,от 20000 до 50000 руб.,6947.0,6,853.0,18.0,1,0.0
7635,64373786,0,49,1,0,0,3,0,15000.0,1,0,от 20000 до 50000 руб.,18500.0,12,0.0,36.0,1,0.0
7636,64373807,0,50,1,0,0,2,0,17000.0,0,1,от 20000 до 50000 руб.,25500.0,9,20000.0,48.0,1,0.0
7637,64373896,0,57,0,1,1,4,0,6000.0,0,0,от 5000 до 10000 руб.,3000.0,3,700.0,,1,0.0
7638,64373951,0,33,1,0,0,0,0,16100.0,0,1,от 10000 до 20000 руб.,7509.0,6,7000.0,16.0,1,1.0
7639,64373952,0,48,1,0,1,1,1,7650.0,0,0,от 10000 до 20000 руб.,19999.0,12,6000.0,67.0,1,0.0
7640,64374025,0,39,1,0,0,2,2,10000.0,0,0,от 10000 до 20000 руб.,3700.0,6,1500.0,192.0,1,0.0
7641,64374068,0,32,1,0,1,1,1,20000.0,0,0,от 20000 до 50000 руб.,31490.0,12,3500.0,84.0,1,0.0
7642,64374419,1,29,1,0,1,2,2,11000.0,0,0,от 10000 до 20000 руб.,4244.0,6,760.0,84.0,1,0.0
7643,64374546,1,42,1,0,0,1,0,35000.0,0,0,от 20000 до 50000 руб.,30196.0,12,3400.0,24.0,1,0.0
7644,64374567,0,52,0,1,1,2,0,5000.0,1,0,от 10000 до 20000 руб.,3850.0,6,0.0,,1,0.0
7645,64374643,0,21,1,0,0,0,0,12000.0,1,0,от 20000 до 50000 руб.,7373.0,3,2000.0,17.0,1,1.0
7646,64374779,0,41,1,0,1,2,2,5000.0,0,0,от 20000 до 50000 руб.,10480.0,10,0.0,36.0,1,0.0
7647,64375096,0,22,1,0,1,0,0,8000.0,0,0,от 10000 до 20000 руб.,5000.0,6,3000.0,32.0,1,0.0
7648,64375177,1,34,1,0,0,2,0,26500.0,0,1,от 20000 до 50000 руб.,17600.0,10,3400.0,48.0,1,0.0
7649,64375352,0,39,1,0,0,1,1,25000.0,0,0,от 20000 до 50000 руб.,21597.0,18,2400.0,72.0,1,0.0
7650,64375368,0,61,1,1,1,2,0,15000.0,0,0,от 20000 до 50000 руб.,6496.1,4,1200.0,336.0,1,1.0
7651,64376254,0,52,1,0,1,1,1,14000.0,1,0,от 20000 до 50000 руб.,13770.0,3,12000.0,312.0,1,1.0
7652,64376257,0,41,1,0,0,1,1,25000.0,0,0,от 20000 до 50000 руб.,17090.0,10,1900.0,36.0,1,0.0
7653,64376333,0,23,1,0,0,0,0,15000.0,0,0,от 10000 до 20000 руб.,4170.0,6,0.0,8.0,1,0.0
7654,64376695,0,25,1,0,0,1,1,8000.0,1,0,от 5000 до 10000 руб.,6219.0,18,700.0,18.0,1,0.0
7655,64376702,0,43,1,0,1,1,1,16000.0,0,0,от 20000 до 50000 руб.,31882.0,12,0.0,192.0,2,0.0
7656,64377053,0,29,1,0,1,0,0,31000.0,0,0,от 20000 до 50000 руб.,18592.0,6,2100.0,60.0,1,0.0
7657,64377133,0,42,1,0,1,1,0,10800.0,1,0,от 10000 до 20000 руб.,41400.0,12,4600.0,180.0,1,0.0
7658,64377136,1,49,1,0,1,0,0,14000.0,0,0,от 10000 до 20000 руб.,18980.0,6,2500.0,58.0,2,2.0
7659,64377281,0,31,1,0,1,2,2,5000.0,0,0,от 5000 до 10000 руб.,3180.0,6,350.0,48.0,1,0.0
7660,64377765,0,45,1,0,1,1,0,27000.0,0,0,от 20000 до 50000 руб.,16961.1,6,4245.0,60.0,1,0.0
7661,64377787,0,48,1,0,1,2,0,15000.0,0,0,от 20000 до 50000 руб.,17020.0,10,3000.0,24.0,1,0.0
7662,64420255,0,56,1,1,1,5,0,35000.0,0,1,от 20000 до 50000 руб.,100000.0,13,38800.0,96.0,1,0.0
7663,64420485,0,33,1,0,0,0,0,25000.0,0,0,от 20000 до 50000 руб.,16045.2,10,1800.0,7.0,1,0.0
7664,64420593,0,31,1,0,1,2,2,15000.0,1,0,от 20000 до 50000 руб.,6550.0,6,1000.0,12.0,1,0.0
7665,64420770,0,40,1,0,1,1,1,13000.0,1,0,от 10000 до 20000 руб.,16107.0,10,1790.0,84.0,1,0.0
7666,64420777,0,40,1,0,1,0,0,20000.0,0,0,от 20000 до 50000 руб.,25490.0,12,4500.0,288.0,1,0.0
7667,64420826,0,52,1,0,0,0,0,20000.0,0,0,от 20000 до 50000 руб.,20710.0,10,5000.0,360.0,1,0.0
7668,64420984,0,21,1,0,0,0,0,25000.0,0,0,от 20000 до 50000 руб.,7590.0,9,3000.0,48.0,1,0.0
7669,64421023,0,59,0,1,1,2,0,17900.0,0,0,от 20000 до 50000 руб.,22428.0,12,2500.0,,1,0.0
7670,64421096,0,45,1,0,1,0,0,8000.0,0,0,от 10000 до 20000 руб.,26000.0,24,3000.0,240.0,1,0.0
7671,64421147,0,38,1,0,0,2,0,15000.0,0,0,от 10000 до 20000 руб.,7857.0,6,873.0,192.0,1,0.0
7672,64421196,0,53,1,0,1,2,2,7500.0,0,0,от 10000 до 20000 руб.,11190.0,6,2000.0,240.0,1,0.0
7673,64421245,1,42,1,0,0,1,1,40000.0,1,0,свыше 50000 руб.,35563.0,10,6000.0,36.0,1,0.0
7674,64421411,0,29,1,0,0,1,1,9000.0,0,0,от 5000 до 10000 руб.,6502.0,12,1148.0,36.0,1,0.0
7675,64421596,0,31,1,0,1,1,1,27000.0,1,1,свыше 50000 руб.,25167.0,12,5000.0,48.0,1,0.0
7676,64421729,0,33,1,0,1,1,1,15000.0,1,0,от 10000 до 20000 руб.,17670.0,6,2000.0,12.0,1,0.0
7677,64421733,0,29,1,0,1,1,1,8000.0,0,0,от 20000 до 50000 руб.,35250.0,12,10000.0,14.0,1,0.0
7678,64422069,0,37,1,0,1,1,1,10000.0,0,1,от 20000 до 50000 руб.,26710.0,12,0.0,48.0,1,0.0
7679,64422077,0,56,1,1,1,0,0,14000.0,0,0,от 10000 до 20000 руб.,25200.0,12,0.0,39.0,1,0.0
7680,64422251,0,32,1,0,1,2,2,30000.0,0,0,свыше 50000 руб.,37656.0,10,5000.0,19.0,1,0.0
7681,64422297,0,41,0,1,1,0,0,8000.0,1,0,от 10000 до 20000 руб.,32850.0,12,3650.0,,1,0.0
7682,64422448,0,47,1,0,1,2,0,6000.0,0,0,от 10000 до 20000 руб.,6730.0,6,1200.0,24.0,1,0.0
7683,64422475,0,37,1,0,1,0,0,15000.0,1,0,от 10000 до 20000 руб.,4490.0,10,1000.0,204.0,1,0.0
7684,64422896,0,27,1,0,0,1,1,30000.0,0,1,от 20000 до 50000 руб.,24772.0,12,17000.0,48.0,1,0.0
7685,64422958,1,24,1,0,0,0,0,22000.0,0,0,свыше 50000 руб.,6860.0,3,1000.0,12.0,1,0.0
7686,64422962,0,32,1,0,1,1,1,7800.0,0,0,от 10000 до 20000 руб.,16830.0,12,1870.0,132.0,1,0.0
7687,64422965,0,42,1,0,1,0,0,17000.0,1,0,от 10000 до 20000 руб.,20500.0,6,10000.0,108.0,1,0.0
7688,64423060,1,24,1,0,0,0,0,5000.0,0,0,от 20000 до 50000 руб.,20040.0,10,0.0,72.0,1,0.0
7689,64423378,0,51,1,0,1,1,0,12000.0,1,0,от 10000 до 20000 руб.,17990.0,10,2000.0,156.0,1,0.0
7690,64423833,0,53,0,1,1,2,0,5200.0,0,0,от 10000 до 20000 руб.,13680.0,10,1520.0,,1,0.0
7691,64423910,1,31,1,0,0,2,2,10000.0,0,1,от 5000 до 10000 руб.,16140.0,18,2850.0,36.0,1,0.0
7692,64424125,1,54,0,1,1,5,1,10000.0,0,0,от 20000 до 50000 руб.,6182.0,6,690.0,,1,1.0
7693,64424363,0,25,1,0,0,1,1,15000.0,1,0,от 10000 до 20000 руб.,28970.0,10,3220.0,60.0,1,0.0
7694,64424605,1,35,1,0,0,1,1,25000.0,1,0,от 20000 до 50000 руб.,53364.0,15,12000.0,48.0,1,0.0
7695,64424781,1,33,1,0,1,2,2,12000.0,0,0,от 20000 до 50000 руб.,4770.0,10,530.0,108.0,1,0.0
7696,64424884,0,31,1,0,0,1,1,15000.0,0,0,от 20000 до 50000 руб.,4939.0,6,4000.0,6.0,1,0.0
7697,64425146,1,47,1,0,1,1,1,27000.0,1,1,от 20000 до 50000 руб.,10990.0,6,5000.0,43.0,1,0.0
7698,64425217,0,61,0,1,1,0,0,9000.0,0,0,от 5000 до 10000 руб.,17040.0,12,2000.0,,1,0.0
7699,64425411,0,28,1,0,1,1,1,12000.0,0,0,от 10000 до 20000 руб.,21550.0,18,3000.0,12.0,1,0.0
7700,64425563,0,60,1,0,1,2,0,8000.0,1,0,от 5000 до 10000 руб.,22000.0,10,3000.0,120.0,1,0.0
7701,64425700,1,35,1,0,1,2,2,25000.0,0,0,от 20000 до 50000 руб.,11980.0,6,1350.0,11.0,1,0.0
7702,64425741,0,38,1,0,1,1,1,20000.0,0,0,от 20000 до 50000 руб.,26990.0,6,3000.0,3.0,1,1.0
7703,64425757,0,64,0,1,1,2,0,6000.0,0,0,от 10000 до 20000 руб.,6800.0,6,1000.0,,1,0.0
7704,64425758,0,49,1,0,1,0,0,5000.0,1,0,от 10000 до 20000 руб.,5199.0,6,0.0,50.0,1,0.0
7705,64425765,0,27,1,0,1,0,0,15000.0,0,0,от 20000 до 50000 руб.,23390.0,6,2600.0,48.0,1,0.0
7706,64425937,1,36,1,0,1,0,0,12000.0,1,0,от 10000 до 20000 руб.,26529.0,15,3000.0,48.0,1,0.0
7707,64426153,0,48,1,0,0,1,1,7000.0,0,0,от 5000 до 10000 руб.,7120.0,12,1700.0,34.0,1,0.0
7708,64426236,0,34,1,0,1,2,2,12000.0,0,0,от 10000 до 20000 руб.,12500.0,6,1400.0,5.0,1,0.0
7709,64426354,0,38,1,0,1,2,2,10000.0,0,0,от 10000 до 20000 руб.,17573.0,12,3105.0,216.0,1,0.0
